Timestamp,UE4Editor-AnalyticsET.dll,UE4Editor-ApplicationCore.dll,UE4Editor-AssetRegistry.dll,UE4Editor-Core.dll,UE4Editor-CoreUObject.dll,UE4Editor-DerivedDataCache.dll,UE4Editor-Engine.dll,UE4Editor-GameProjectGeneration.dll,UE4Editor-Json.dll,UE4Editor-MediaUtils.dll,UE4Editor-Projects.dll,UE4Editor-PropertyEditor.dll,UE4Editor-RHI.dll,UE4Editor-RenderCore.dll,UE4Editor-SequenceRecorder.dll,UE4Editor-Slate.dll,UE4Editor-SlateCore.dll,UE4Editor-TargetPlatform.dll,UE4Editor-UnrealEd.dll,UE4Editor.exe
27.1,2,4,2,377,96,1,34,2,1,1,43,1,1,74,2,18,49,3,4,2002
27.2,2,4,2,378,96,1,34,2,1,1,43,1,1,74,2,18,49,3,4,2011
27.3,2,4,2,379,96,1,34,2,1,1,43,1,1,74,2,18,49,3,4,2020
27.4,2,4,2,379,97,1,34,2,1,1,43,1,1,75,2,18,49,3,4,2028
27.5,2,4,2,386,98,1,36,2,1,1,43,1,1,75,2,18,49,3,4,2028
27.6,2,4,2,396,98,1,36,2,1,1,43,1,1,75,2,18,49,3,4,2028
27.7,2,4,2,405,98,1,37,2,1,1,43,1,1,75,2,18,49,3,4,2028
27.8,2,4,2,413,98,1,38,2,1,1,43,1,1,75,2,18,49,3,4,2029
27.9,2,4,2,417,100,1,38,2,1,1,43,1,1,75,2,18,49,3,4,2033
28,2,4,2,421,101,1,38,2,1,1,43,1,1,75,2,18,49,3,5,2037
28.1,2,4,2,421,101,1,38,2,1,1,43,1,1,75,2,18,49,3,5,2047
28.2,2,4,2,424,104,1,38,2,1,1,43,1,1,75,2,18,49,3,5,2051
28.3,2,4,2,424,104,1,38,2,1,1,43,1,1,75,2,18,49,3,5,2061
28.4,2,4,2,425,104,1,38,2,1,1,43,1,1,75,2,18,49,3,5,2070
28.5,2,4,2,425,104,1,38,2,1,1,43,1,1,75,2,18,49,3,5,2080
28.6,2,4,2,425,104,1,38,2,1,1,43,1,1,75,2,18,49,3,5,2090
28.7,2,4,2,425,104,1,38,2,1,1,43,1,1,75,2,18,49,3,5,2100
28.8,2,4,2,425,104,1,38,2,1,1,43,1,1,75,2,18,49,3,5,2110
28.9,2,4,2,426,104,1,38,2,1,1,43,1,1,75,2,18,49,3,5,2119
29,2,4,2,426,104,1,38,2,1,1,43,1,1,75,2,18,49,3,5,2129
29.1,2,4,2,426,104,1,38,2,1,1,43,1,1,75,2,18,49,3,5,2139
29.2,2,4,2,426,104,1,38,2,1,1,43,1,1,75,2,18,49,3,5,2149
29.3,2,4,2,426,104,1,38,2,1,1,43,1,1,75,2,18,49,3,5,2159
29.4,2,4,2,426,104,1,38,2,1,1,43,1,1,75,2,18,49,3,5,2169
29.5,2,4,2,426,104,1,38,2,1,1,43,1,1,75,2,18,49,3,5,2179
29.6,2,4,2,427,104,1,38,2,1,1,43,1,1,75,2,18,49,3,5,2188
29.7,2,4,2,427,104,1,38,2,1,1,43,1,1,75,2,18,49,3,5,2198
29.8,2,4,2,427,104,1,38,2,1,1,44,1,1,75,2,18,49,3,5,2207
29.9,2,4,2,428,104,1,38,2,1,1,44,1,1,75,2,18,49,3,5,2214
